twitter,emoticon,sentiment score,sentiment feature,generalized feature
  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!,0,-0.758,very negative,0
  but i understand.,0,0,positive,2
  cars being inspected today gonna cost me over 600 dollars ,0,0,positive,2
  e is OUT!,0,0,positive,2
  everythings wrong.,0,-0.4767,negative,1
  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj,0,0,positive,2
  feeling ok for the first time in a few days. thank you!,0,0.6696,very positive,3
  found a new way to text him,0,0,positive,2
  friends dying is just horrible.,0,-0.1027,negative,1
  going for a paddle 2moz ,0,0,positive,2
  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.,0,0.7845,very positive,3
  He was the best there.,0,0.6369,very positive,3
  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL,0,0.8079,very positive,3
  I dont want my sister to leave me for the whole summer!,0,-0.1813,negative,1
  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit,0,0.8319,very positive,3
 - i just spilt the last of my jordans cereal on the floor i?¢æ¢âm distraught http://tumblr.com/xxw2329lh,0,-0.5574,very negative,0
  I miss my family and friends.,0,0.3612,positive,2
  I want a freaking puppy now! A cute little black yorkshire terrier.,0,0.2003,positive,2
 - I want irissa back http://tumblr.com/xpn1wrj48,0,0.0772,positive,2
  I'm glad diversity got through...but what about stavros!  ,0,0.5093,very positive,3
  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?,0,0.7645,very positive,3
  I'm out of Nutella  ,0,0,positive,2
  is it rlly tht serious? I'm abt to go thru my fonebook...,0,-0.0772,negative,1
  is listenin to my new fav band more amor,0,0.807,very positive,3
  it is on environmental studies and driving me mental,0,0,positive,2
  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  ,0,-0.7351,very negative,0
  Just found a bone in my chicken nugget    Not cool,0,0.3182,positive,2
 - Like I said,0,0.3612,positive,2
  love you! &lt;3,0,0.6696,very positive,3
  my aunties dog is getting put down  hes my dogs brother aswell ,0,0,positive,2
 - my head feels like its going to explode - mmm,0,0.3612,positive,2
  my head is killing meee,0,-0.6597,very negative,0
 - My name is Amy. I?¢¯¨öm only three My eyes are swollen I cannot see,0,0,positive,2
 - my picture with Kris Karmada is gone forever,0,0,positive,2
 ??Confirmed: Missing Air France Flight 447 has Crashed in the Atlantic??: http://bit.ly/BxdVL,0,-0.4871,negative,1
 about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.,0,-0.6908,very negative,0
 about school....... it will all be over soon can't wait to celebrate            STRES till then,0,-0.4585,negative,1
- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text ,0,0,positive,2
#NAME?,0,0,positive,2
 abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk,0,0.4588,positive,2
 AFI are not at reading til sunday this sucks !!!!!!!!!,0,-0.6178,very negative,0
 after a crap night was looking forward to being cheered up,0,0.1779,positive,2
 ah the postman didn't have my package. What am I goon to do for the rest of the day.....,0,0,positive,2
 ahh school on monday!!!! not ready,0,-0.507,very negative,0
 ahhh. Drizzy. Mr. Rogers,0,0,positive,2
 Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310,0,0.2263,positive,2
 Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA,0,0.6289,very positive,3
 all day.. no play.,0,0.0516,positive,2
 all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne,0,-0.296,negative,1
 all I want is my ma in my arms  that's all I want is you in my arms,0,0.1531,positive,2
 all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored,0,0.0922,positive,2
 all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!,0,0,positive,2
 All the small things...,0,0,positive,2
 All those Non-Robsten posts are making me sad. I mean,0,-0.4767,negative,1
 allison didnt win. She should have.,0,-0.4717,negative,1
 almost time to leave.,0,0.0164,positive,2
 already getting sleepy...I really want to get my psych quizzes done tonight...,0,0.1513,positive,2
- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.,0,0.9022,very positive,3
 am excited,0,0.34,positive,2
 Am feelin very happy!? ,0,0,positive,2
 Am I feeding the Pig'?,0,0,positive,2
 am i losing my mind cause i wanna see my.TC on TV right now,0,-0.3818,negative,1
 am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh,0,-0.7399,very negative,0
-- An alarm clock is a device for waking up people who do not have small children. --- ,0,-0.34,negative,1
 And how can you mend a broken heart?   ?¢â? http://blip.fm/~8k7kl,0,-0.5632,very negative,0
 and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/,0,-0.762,very negative,0
 and i was just starting to get confident in myself! you have torn me down!,0,0.4184,positive,2
 anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternat?¡©va ,0,0,positive,2
 another 45 mins....,0,0,positive,2
 another early day,0,0,positive,2
 another father's day weekend I don't get to spend with my dad..,0,0,positive,2
 Another Friday night of Rock Band,0,0,positive,2
 anticipating a tough day ahead,0,-0.128,negative,1
 anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is,0,0.5661,very positive,3
  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!,0,0.4788,positive,2
 - ?oVe &lt;3,0,0,positive,2
  6:30...what's wrong wit it?,0,-0.4767,negative,1
 - alergic... nose itchy and eyes burning... Hope It's getting better soon....,0,0.5719,very positive,3
  and they KEEP on coming!   xox,0,0,positive,2
  Another expensive weekend trip to the vet.,0,0,positive,2
  are there any parties tonight!? im hella bored at home,0,0.1528,positive,2
  but chilli prawns will make the pain better...,0,-0.6652,very negative,0
  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. ?¢â?,0,0.7998,very positive,3
  DD has pinkeye...not fun.,0,0.5106,very positive,3
 -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner),0,-0.6597,very negative,0
  feeling hopeless and useless.,0,-0.6486,very negative,0
  forgot my lunch at home,0,0,positive,2
  Good morning all! Have a great day!!!,0,0.8469,very positive,3
  goodnight..,0,0,positive,2
  gooood night!!   must prepare for tomorrows meeting now,0,0,positive,2
 - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn i?¢æ¢âm... http://tumblr.com/xzp224xgj,0,-0.6093,very negative,0
  having a luvly day http://tinyurl.com/ckbmkc,0,0,positive,2
  he is so hot !,0,0,positive,2
  hmm what to do!,0,0,positive,2
  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist,0,0,positive,2
  I am actually crying now because of sore throat.,0,-0.6808,very negative,0
 - I feel irresponsible and sort of horrible. Marshmallows,0,-0.7713,very negative,0
  i miss my brother.. i worry about him.,0,-0.5423,very negative,0
  i need to think of something else,0,0,positive,2
  i wanted julian to win!,0,0.6239,very positive,3
 - Iowa No. 2 in happy! Yea!,0,0.4738,positive,2
  jus got some bad news,0,-0.5423,very negative,0
  just got home,0,0,positive,2
  just mean,0,0,positive,2
  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!,0,0.7051,very positive,3
 - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,0,0,positive,2
  ''Love,0,0,positive,2
  my camera broke !,0,-0.4753,negative,1
  My mom is the funniest person ever!  ,0,0.5983,very positive,3
  my parents left,0,0,positive,2
  Nadal is out @ French Open ... now,0,0,positive,2
  no ass beatings,0,-0.6908,very negative,0
  nothing....,0,0,positive,2
  Pie seems to have quite a good appetite now.,0,0.4927,positive,2
 - server problems - motivating me to change hosting providers though... #fb,0,0.128,positive,2
  shakes head,0,0,positive,2
  Shock loss to Sparks...bummer,0,-0.5994,very negative,0
  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?,0,-0.7876,very negative,0
  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .,0,0.8945,very positive,3
  myspace peOplE  can get really angry if I don't answer them right away... JA!,0,-0.5974,very negative,0
  never get any photo comments on m space and more,0,0,positive,2
  NHL: Penguins 1,0,0,positive,2
  no tickets in germany for the miley cyrus tour.. ,0,-0.296,negative,1
  photo shoot rained out...  oh well,0,-0.0772,negative,1
  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith],0,-0.858,very negative,0
  RIP Charles J ...the world is with one less fine fellow,0,0.1298,positive,2
  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. ,0,-0.4376,negative,1
 - she is amazing -- Bjork ?¢¯¨ö Bachelorette ? http://blip.fm/~4lfyi,0,0.6322,very positive,3
  so bored,0,-0.3384,negative,1
  so much for a good weekend,0,0.4877,positive,2
  Thank you.    @Kyauphie,0,0.3612,positive,2
  The hotel doesn't know where it is either... that was my favorite! How poopie is that.,0,0.5093,very positive,3
 - thelovelybones: I plan on owning this ?¢æ?don?¢æ¢ât judge me. http://tumblr.com/xr0238tmq,0,0,positive,2
  This year,0,0,positive,2
 - ticketsandpassports: ??lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue,0,0.8735,very positive,3
  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g,0,0.9018,very positive,3
  Today is not a good day. But I guess laying around the house in your undies isn't so bad.,0,0.2909,positive,2
  went to maggie's bday party,0,0.4019,positive,2
  when will RB2 get an australian release date???,0,0,positive,2
 !my grandma just told me she thinks I'm stupid. Well,0,-0.3802,negative,1
 #andyhurleyday,0,0,positive,2
 #ASOT400,0,0,positive,2
 #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8,0,0.0772,positive,2
 #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1,0,0,positive,2
 #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH,0,0,positive,2
 #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany,0,0,positive,2
 #p1wimax no signal detected here at the gardens,0,-0.296,negative,1
 #trackle,0,0,positive,2
 --&gt; that was then. ='( --&gt; this is NOW.,0,0,positive,2
 &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8,0,0.0772,positive,2
 &lt;---My expression watching this again: http://tinyurl.com/eqbwe,0,0,positive,2
 &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail,0,0,positive,2
 &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],0,0.6597,very positive,3
 &quot;Im in love and I don't care who knows it !&quot; -elf,0,0.4337,positive,2
 &quot;It's raining again&quot; (c) Supertramp,0,0,positive,2
 &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry,0,-0.5719,very negative,0
 &quot;you have to do it all alone&quot;,0,0,positive,2
 Apparently the 'new' 3.0 is the same build as the GM,0,0,positive,2
 Archie's annoying me this morning,0,-0.4019,negative,1
 are you ok @zheyamada ?,0,0.296,positive,2
 Argh,0,0,positive,2
 -as simple as it gets.,0,0,positive,2
 at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .,0,0.705,very positive,3
 at last night ,0,0,positive,2
 at my tweets: 1 lady saying goodnite,0,0,positive,2
 at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr,0,0,positive,2
 AT THE RANDOM MENTION ABOUT CORE 2 &quotDEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.,0,0,positive,2
 at work and got loads to do b4 I leave today. Toodles lufflies xxx,0,-0.0516,negative,1
 attempting to get other people on twitter(other than cate)  to talk to me but it is failing,0,-0.6652,very negative,0
 Aw. Toy Story 3 is coming out NEXT year.,0,0,positive,2
 awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,0,0.7227,very positive,3
 awesome  http://twitpic.com/6ikhd,0,0.6249,very positive,3
 awesome black coffee... anyone?,0,0.6249,very positive,3
 aww great song &quot;Picture to burn&quot;,0,0.6249,very positive,3
 AWW I GOTA DO HOMEWORK,0,0,positive,2
 aww someone borrowed it without telling me.,0,0,positive,2
 Awww derek is at work back to making kandie with the little ones  :o,0,-0.0314,negative,1
 B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.,0,-0.4201,negative,1
 baby died last night. @$%%$# day.,0,-0.5574,very negative,0
 baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..,0,0,positive,2
 baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. ,0,0.6369,very positive,3
 baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva,0,0.8658,very positive,3
#NAME?,0,0,positive,2
#NAME?,0,0,positive,2
 Back to basics ,0,0,positive,2
 bad day 2day. Broken glasses  rainy weather  uof,0,-0.7845,very negative,0
 bad night for the pens,0,-0.5423,very negative,0
